Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered,Precautionary Dose Administered
27/05/2022,Arunachal Pradesh,909284,761793,1703617,32540
27/05/2022,Assam,24192974,20666916,45318407,458517
27/05/2022,Bihar,70636689,59708200,132050067,1705178
27/05/2022,Chandigarh,1175304,949800,2171989,46885
27/05/2022,Chhattisgarh,20658492,18299140,39491903,534271
27/05/2022,Delhi,18045834,15051026,34184481,1087621
27/05/2022,Goa,1432007,1275962,2756027,48058
27/05/2022,Gujarat,53977406,52557919,109831441,3296116
27/05/2022,Haryana,23524877,19220599,43406433,660957
27/05/2022,Himachal Pradesh,6591637,6181589,13098935,325709
27/05/2022,Jammu and Kashmir,11306562,11304581,23035499,424356
27/05/2022,Jharkhand,23358053,16377470,40088149,352626
27/05/2022,Karnataka,54301265,51947823,108429033,2179945
27/05/2022,Kerala,28707698,24523041,54964773,1734034
27/05/2022,Ladakh,236941,198963,486541,50637
27/05/2022,Lakshadweep,61464,58408,123897,4025
27/05/2022,Madhya Pradesh,60358179,57227521,118843562,1257862
27/05/2022,Maharashtra,90508396,73431429,166626966,2687141
27/05/2022,Manipur,1568850,1228255,2893294,96189
27/05/2022,Meghalaya,1413154,1042850,2498723,42719
27/05/2022,Mizoram,874715,701537,1622693,46441
27/05/2022,Nagaland,910113,716606,1658170,31451
27/05/2022,Odisha,34684641,31168152,67189327,1336534
27/05/2022,Puducherry,966857,716005,1706350,23488
27/05/2022,Punjab,23840563,19257697,43729905,631645
27/05/2022,Rajasthan,56369690,48082406,106321252,1869156
27/05/2022,Sikkim,585930,541723,1166131,38478
27/05/2022,Tamil Nadu,59066911,50189131,110307936,1051894
27/05/2022,Telangana,32155367,30466621,63406541,784553
27/05/2022,Tripura,2873931,2395739,5387081,117411
27/05/2022,Uttar Pradesh,174027639,148929934,326057124,3099551
27/05/2022,Uttarakhand,9012861,8355079,17939355,571415
